緯度情報,経度情報,愛工大からの距離,データ名
34.6198856671,137.1437547833,144.5709463699,椛のシデコブシ自生地
34.6197140879,137.1491898435,144.5749011981,伊川津のシデコブシ
34.6198195291,137.1494525671,144.5750117417,シデコブシ自生地 (椛、伊川津、藤七原、黒河）
34.7890212817,137.3221921921,144.5770921473,三河臨海緑地「日本列島」
34.7887569468,137.3220419884,144.5771731160,三河臨海緑地「日本列島」
34.6789584071,137.2119534016,144.5771928098,仁崎（にさき）海水浴場
34.6784069745,137.2122967243,144.5778257880,仁崎（にさき）キャンプ場
34.8796347576,137.4177916259,144.5805584182,宝円寺のシダレザクラ
34.8796249385,137.4177968502,144.5805690556,本宮山（宝円寺のシダレザクラ、牛の滝）
34.8657155465,137.4063744434,144.5823286445,大谷家住宅
35.1822970797,137.7225601673,144.5826877793,三沢高原農産物加工体験館
34.6858487983,137.2327619791,144.5869969155,白谷海浜（しろやかいひん）公園
34.6350879436,137.1822327768,144.5873108062,光岩
34.8779394421,137.4270129204,144.5882777505,本宮の湯
34.8779394421,137.4271416664,144.5883687915,本宮（ほんぐう）の湯
34.8781245885,137.4278293474,144.5887241645,本宮山
34.8746651676,137.4248242378,144.5890452709,【東三河】ウォーキングセンター及び本宮山
34.6885571562,137.2408461571,144.5907842877,潮干狩り場（田原）
34.8799599863,137.4336549270,144.5915460022,炭焼古墳群
34.7803043225,137.3353248592,144.5925393651,前芝の燈明台
35.1435610632,137.6982197779,144.5927411555,湯～らんどパルとよね
35.1435700291,137.6982308104,144.5927426545,兎鹿嶋温泉（湯～らんどパルとよね）
35.1433712792,137.6982271671,144.5928802337,【新城設楽】湯～らんどパルとよね
35.1442818499,137.7003535280,144.5937456649,熊谷家住宅（愛知県北設楽郡豊根村） 
34.6433901106,137.2006827593,144.5944432895,サンテパルクたはら
34.6431826834,137.2007095814,144.5946092110,サンテパルクたはら
34.8782233479,137.4362747180,144.5946265167,炭焼古墳群
34.9970755225,137.5554800034,144.5949890402,山びこの丘
34.9969700561,137.5554800034,144.5950635228,山びこの丘
34.6346785328,137.1953634132,144.5968642425,大アラコ古窯跡
34.8244609126,137.3919296265,144.6012961039,【東三河】豊川稲荷春季大祭・秋季大祭
35.0981401499,137.6657545448,144.6017657968,振草農産物生産直売組合
34.7988010764,137.3686105013,144.6029689432,五社稲荷社朝市
34.7987345625,137.3685528619,144.6029752738,五社稲荷社朝市
34.7960919251,137.3660784960,144.6030965903,とんぼ公園（ビオトープ）
34.8285435763,137.4007347291,144.6046320916,トヨテック本社
34.8074858968,137.3804221631,144.6051715345,牛久保のナギ
34.8473250392,137.4215099302,144.6060353946,砥鹿神社のケヤキ
34.6698262114,137.2441077232,144.6063553628,滝頭（たきがしら）公園
34.6756177458,137.2514024333,144.6074012547,衣笠（きぬがさ）の森
34.6849357000,137.2621160746,144.6083632589,蔵王山（ざおうさん）展望台
34.6848254218,137.2620463371,144.6083921431,蔵王山（ざおうさん）展望台
34.8209467857,137.3992593316,144.6089628194,三明寺本堂
34.8208926962,137.3992591796,144.6090009733,三明寺本堂内宮殿
34.8201889672,137.3995523528,144.6097059981,三明寺三重塔
34.8959016218,137.4768054485,144.6107951328,愛知東農業協同組合 産地直売施設　グリーンセンターしんしろ
34.8959398530,137.4768928606,144.6108299421,グリーンセンターしんしろ
34.8958312241,137.4768376350,144.6108676608,【新城設楽】グリーンセンターしんしろ
35.1395592685,137.7209186554,144.6116571722,大入の郷（おおにゅうのさと）
34.6091399402,137.1910482645,144.6119211284,「道の駅」あかばねロコステーション
34.7852544466,137.3754695340,144.6174009836,瓜郷遺跡
34.9437451332,137.5360419052,144.6188992123,八平神社
35.1205476192,137.7123439858,144.6189847245,茶禅一
34.6156299741,137.2081768513,144.6194041395,【東三河】メロン狩り
34.8617825326,137.4549014755,144.6194231798,旗頭山尾根古墳群
34.6155082775,137.2083442579,144.6196084911,愛知みなみ農協ふれあい広場赤羽根店
34.6155082775,137.2083442579,144.6196084911,愛知みなみ農協ふれあい広場赤羽根店
34.6153827440,137.2082197666,144.6196096367,【東三河】いちご狩り
34.9422308445,137.5356946015,144.6197232211,龍泉寺
34.6736645032,137.2691166401,144.6212885175,田原城跡・田原市博物館
34.6263213313,137.2217205036,144.6213824245,電照菊
34.9024108485,137.4983950276,144.6214673241,永住寺
34.6252095729,137.2210192680,144.6216755237,赤羽根文化の森
35.0837013298,137.6802958267,144.6222579356,東栄町交流促進センター　千代姫荘
34.9410673095,137.5381826417,144.6223061077,瀧川家住宅
34.7721770519,137.3710244894,144.6235137288,JAファーマーズマーケット吉田方店
34.6815435903,137.2810271635,144.6241156489,吉胡貝塚
34.6434210039,137.2428524494,144.6241769228,黒河湿地（くろがわしっち）植物群落
34.6434430706,137.2428900003,144.6241877873,【東三河】黒河湿地植物群落
34.6432677525,137.2427628757,144.6242222941,黒河湿地植物群落
34.9829391572,137.5831149076,144.6245380316,鳳来寺山
34.6675186074,137.2677831998,144.6247006743,城宝寺古墳
35.1183421024,137.7191698551,144.6253794626,  東栄町森林体験交流センター 「スターフォレスト御園」
34.9689374041,137.5703406636,144.6253822932,【新城設楽】観来館
34.6144026460,137.2180849314,144.6272639868,【東三河】太平洋ロングビーチ
34.6142437101,137.2181224823,144.6274031184,太平洋ロングビーチ
34.9707423787,137.5751243395,144.6274941578,ネズの樹
34.9706522701,137.5751129411,144.6275497267,ネズの樹
34.9174245585,137.5221082582,144.6276353769,断上山古墳（第10号墳）
34.8394663872,137.4451032870,144.6282742487,賀茂神社本殿
34.9412208382,137.5468701124,144.6283462357,鮎滝
34.9169075476,137.5231895143,144.6287658017,断上山古墳（第9号墳）
34.9723706982,137.5786650181,144.6288509020,鳳来寺山自然科学博物館
34.9723179491,137.5787883997,144.6289755073,鳳来寺山自然科学博物館
34.7530239221,137.3601184758,144.6293628065,グリーンセンター牟呂
34.9791055721,137.5864141162,144.6295811765,鳳来寺仁王門
34.9788537711,137.5862375914,144.6296340066,鳳来寺山
34.9787267165,137.5861537457,144.6296643641,鳳来寺山
35.0803235833,137.6881153391,144.6301827861,設楽城跡
34.9186677260,137.5282341242,144.6310917040,新城市設楽原歴史資料館
34.9781908587,137.5876361188,144.6310923475,東照宮
34.7657257222,137.3763620853,144.6318503480,【東三河】	羽田まつり
34.7655550170,137.3763703315,144.6319769724,羽田八幡宮
34.6615917877,137.2722821116,144.6320745545,【東三河】「道の駅」田原めっくんはうす
35.1722823515,137.7822875977,144.6321115457,バンガロー村「古里とみやま」 湯の島温泉
34.6615917310,137.2723475756,144.6321208026,道の駅「田原めっくんはうす」
34.8928656644,137.5055372715,144.6332662592,桜淵公園
34.7719501687,137.3846568584,144.6333069057,湊築島弁天社
35.0496819111,137.6625859737,144.6337115252,明神山（みょうじんさん・みょうじんやま）
34.9360533093,137.5506400968,144.6346650867,瀧神社本殿
35.0053498178,137.6229643822,144.6369338504,愛知県民の森
35.0054113336,137.6230394840,144.6369436139,【新城設楽】愛知県民の森
35.0053410298,137.6230609417,144.6370084429,愛知県民の森
34.7920280313,137.4113059044,144.6379346173,豊橋市上水道施設下条取水場旧ポンプ室
34.7633887675,137.3830285167,144.6382144235,路面電車
34.7702822464,137.3899930716,144.6382578261,【東三河】豊橋祇園祭
35.1806748126,137.7995020151,144.6384089687,とみやま来富館（らいふかん）
34.8147607084,137.4351605687,144.6387167366,権現山古墳
34.7706186048,137.3930765233,144.6401987243,吉田城
34.8593922993,137.4821645021,144.6403940095,吉祥山（きちじょうさん）
34.8590665646,137.4822771549,144.6407039632,【東三河】吉祥山
34.7209174971,137.3447578272,144.6412378269,お葉付イチョウ
34.8076415411,137.4317497015,144.6413407862,フルーツショップゆめ彩館
34.7681140343,137.3922066357,144.6413561877,豊橋市公会堂
34.7680524894,137.3921978474,144.6413935254,豊橋市公会堂
34.7886402574,137.4134156528,144.6418223664,豊橋市上水道施設大江川水道橋
34.8164053711,137.4414730999,144.6420162474,馬越長火塚古墳群
34.7679843290,137.3940853210,144.6427755163,豊橋ハリストス正教会聖使徒聖使徒福音者馬太聖堂
34.7679863890,137.3946762085,144.6431916053,【東三河】鬼祭
34.7681540400,137.3949269855,144.6432501910,安久美神戸神明社
35.0709399981,137.7000403404,144.6452543495,龍洞院のシダレザクラ
34.9254105600,137.5553941727,144.6455484690,愛知東農業協同組合 産地直売施設　こんたく長篠
34.9250131287,137.5551193526,144.6456347406,こんたく長篠
34.9248961833,137.5550421841,144.6456627439,【新城設楽】こんたく長篠
34.9250674938,137.5557267666,144.6460262260,こんたく長篠
35.0748516376,137.7066885564,144.6472069101,とうえい温泉
35.0748516376,137.7066885567,144.6472069102,とうえい温泉
35.0743502174,137.7085268497,144.6488635774,蔦の渕（つたのふち）
35.0739287497,137.7084839344,144.6491304732,振草（ふりくさ）渓谷
34.9234849132,137.5593917045,144.6497381148,長篠城跡
34.9233169540,137.5594764948,144.6499167820,長篠城址（長篠城址史跡保存館）
34.7490594496,137.3854704712,144.6500799100,産直プラザ福岡
34.6821301757,137.3197942972,144.6510705961,ジョイフル杉山
34.8022545646,137.4411481619,144.6517949050,産直プラザ石巻
34.7315614076,137.3707455397,144.6520606244,グリーンセンター磯辺
34.9741771980,137.6159042572,144.6539426066,鳳来ゆーゆーありいな
34.9741771982,137.6159042578,144.6539426070,鳳来ゆ～ゆ～ありいな
35.0211578684,137.6631165844,144.6542173455,乳岩及び乳岩峡
34.9702870827,137.6135122776,144.6549956399,【新城設楽】湯谷温泉
34.9702519158,137.6135337353,144.6550356659,湯谷温泉
35.0191369860,137.6639699936,144.6562482103,乳岩峡
35.0190403345,137.6639914513,144.6563316254,乳岩峡（ちいわきょう）
34.8734955125,137.5189328635,144.6564330923,望月家住宅（愛知県新城市黒田） 
34.7401333126,137.3861349582,144.6568662450,愛知大学旧本館（旧陸軍第15師団司令部庁舎）
34.9314662379,137.5774909760,144.6569105614,旧黄柳橋
34.9674341141,137.6138180494,144.6572266858,馬背岩（うまのせいわ）
34.9673340163,137.6137424144,144.6572438107,馬背岩
34.7123247955,137.3631787702,144.6603316734,植田アグリセンター
34.6451668863,137.2990962601,144.6626362987,百々陶器窯跡
34.9500609542,137.6064268824,144.6642616971,旧料亭菊水
34.9498706705,137.6068484848,144.6646945735,旧大野銀行（大野宿鳳来館）
34.9993132529,137.6592379386,144.6668878459,鳳来町のムカデランの自生地
34.7653258398,137.4309826041,144.6707317887,豊橋市上水道施設小鷹野浄水場
34.8668993690,137.5332549427,144.6712271736,宇利城跡
34.7649242282,137.4328936636,144.6723665755,豊橋市上水道施設多米浄水場旧配水池
35.0804765661,137.7495477910,144.6736208114,預り渕のポットホール
34.7897953861,137.4598194903,144.6738064245,石巻山石灰岩地植物群落
35.0468410352,137.7212363903,144.6772779280,愛知東農業　東栄直売所
35.0467596565,137.7212906477,144.6773737927,愛知東農業協同組合 産地直売施設　東栄直売所
35.0671848611,137.7429186206,144.6782958707,煮え渕のポットホール
35.0310746057,137.7072552810,144.6784933803,須佐男神社のアヤスギ
34.6712997835,137.3486709595,144.6791298883,【東三河】水の展示館
34.8512472041,137.5340275475,144.6828362883,中宇利丸山の蛇紋岩植生
34.7229540544,137.4080907564,144.6845361294,高師小僧
34.7975839275,137.4851028631,144.6861736748,嵩山蛇穴
34.7218425323,137.4094305086,144.6862693112,高師小僧
34.7622457075,137.4500720408,144.6864029418,豊橋市民俗資料館収蔵室本棟（旧多米小学校本校舎）
34.6724424457,137.3602795601,144.6865185153,万場調整池と万場緑地
34.7625307171,137.4505278468,144.6865234986,豊橋市民俗資料館収蔵室西棟（旧多米小学校西校舎）
34.7625571590,137.4508309364,144.6867190233,【東三河】多米民俗資料収蔵室
34.6994166730,137.3934172764,144.6908282161,NDふぁ～む
34.9502668087,137.6451271701,144.6915189255,阿寺の七滝
34.9502702462,137.6456075907,144.6918567034,阿寺の七滝（あてらのななたき）
34.9502570553,137.6456022263,144.6918622183,阿寺の七滝
34.7451389077,137.4513459206,144.6994050800,葦毛湿原（いもうしつげん）と豊橋自然歩道
34.7451389077,137.4515175819,144.6995264037,葦毛湿原
34.7442808961,137.4511835278,144.6998973110,葦毛湿原
34.9031650148,137.6143135274,144.7029663815,満光寺庭園
34.9029674883,137.6142257452,144.7030437647,満光寺（まんこうじ）庭園
34.8625092049,137.5760855853,144.7046336488,黄柳野ツゲ自生地
34.8659683431,137.5816583633,144.7061327943,黄柳野（つげの）つげ自生地
34.7245997515,137.4500772199,144.7130397023,西駒屋田村家住宅
34.7234094277,137.4499028921,144.7137586973,二川宿本陣（ふたがわしゅくほんじん）資料館
34.7255918916,137.4583250284,144.7181664937,産直プラザ二川
34.7255918916,137.4584484100,144.7182536897,産直プラザ二川
34.6630668646,137.3999767824,144.7211921585,小野田家住宅
34.6839801076,137.4220779264,144.7220006398,あぐりパーク食彩村
34.6831933044,137.4398535695,144.7351155901,東観音寺多宝塔
